用户问题/症状,子场景症状合并,标签（附加参考，用于引导生成或校正句子内容）,自我肯定语,zhihu_link
情绪：焦虑（人际关系）,,用户1级需求： 用户2级需求：,我的信任像泉水一样源源不断，这份信任从我自身开始，流向他人。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：焦虑（外部评价）,,用户1级需求：相信他人并不会决定我对人生的看法，我对自己充满信心 用户2级需求：,自我肯定语1,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（外部评价）,,用户1级需求：相信他人并不会决定我对人生的看法，我对自己充满信心 用户2级需求：,自我肯定语2,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（外部评价）,,用户1级需求：相信他人并不会决定我对人生的看法，我对自己充满信心 用户2级需求：,自我肯定语3,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（外部评价）,,用户1级需求：相信他人并不会决定我对人生的看法，我对自己充满信心 用户2级需求：,自我肯定语4,https://www.zhihu.com/pin/1204544655179907072 
情绪：焦虑（外部评价）,,用户1级需求：相信他人并不会决定我对人生的看法，我对自己充满信心 用户2级需求：,自我肯定语5,https://www.zhihu.com/pin/1204544655179907072 
社交退缩,,用户1级需求： 用户2级需求：,我拥抱自己的不完美，它们是我与他人真实相遇的门票。,https://www.zhihu.com/question/23900793/answer/778043770 https://www.zhihu.com/question/491892975/answer/2166518347
社交退缩,,用户1级需求： 用户2级需求：,我行走在社交的路上，即使是小小的一步，我也能感受到自己在成长。,https://www.zhihu.com/question/23900793/answer/778043770 https://www.zhihu.com/question/491892975/answer/2166518347
社交退缩,,用户1级需求： 用户2级需求：,我不再逃避，从简单的对话开始，我的心灵之窗逐渐向世界敞开。,https://www.zhihu.com/question/23900793/answer/778043770 https://www.zhihu.com/question/491892975/answer/2166518347
社交退缩,,用户1级需求： 用户2级需求：,我倾听内心的声音，用温暖和善意与人相遇，它们成为我们的纽带。,https://www.zhihu.com/question/23900793/answer/778043770 https://www.zhihu.com/question/491892975/answer/2166518347
社交退缩,,用户1级需求： 用户2级需求：,我在沉默的边缘徘徊，但每次尝试都是我走向光明的步伐。,https://www.zhihu.com/question/23900793/answer/778043770 https://www.zhihu.com/question/491892975/answer/2166518347
拖延交付,,用户1级需求： 用户2级需求：,我在躲避中寻找安逸，却让成长的船只在港湾中慢慢腐朽。,https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/407254320/answer/1350180023
拖延交付,,用户1级需求： 用户2级需求：,我的每一次微小努力，都是在播种希望，等待着未来的丰收。,https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/407254320/answer/1350180023
拖延交付,,用户1级需求： 用户2级需求：,我选择迈出前进的脚步，它将带我超越拖延的沼泽。,https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/407254320/answer/1350180023
拖延交付,,用户1级需求： 用户2级需求：,今天若不开始，明日必将一事无成。,https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/407254320/answer/1350180023
拖延交付,,用户1级需求： 用户2级需求：,拖延是时间的窃贼，而我选择用行动捍卫我的时光。,https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/407254320/answer/1350180023
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,失败不过是脚下的影子，当我抬头，才是一片更广阔的天空。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,生活不会因为眼前的挫折而停止，我依然在路上，搜寻自己的光芒。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,跌倒的那一刻，也是我真理的开始，从这里我会重新认识自己。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,在心中，我拥有一座比外面世界更广袤的宇宙，它的名为潜能。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
自我价值感降低（自我怀疑）,,用户1级需求： 用户2级需求：,别人可以给我标签，但我心中有自己的定位，那才是我的真正身份。,https://www.zhihu.com/pin/1339623048929128448 https://www.zhihu.com/question/22608645/answer/776241381
情感认知障碍（无法识别什么是健康的爱）,,用户1级需求： 用户2级需求：,在我的世界里，健康的爱情就像一本书，我们互相成为各自的章节，独立而完整。,https://www.zhihu.com/question/432246724/answer/2169563558 https://www.zhihu.com/question/40315645/answer/783805070
情感认知障碍（无法识别什么是健康的爱）,,用户1级需求： 用户2级需求：,我爱得深沉而有边界，因为它尊重对方，也懂得珍视自己。,https://www.zhihu.com/question/432246724/answer/2169563558 https://www.zhihu.com/question/40315645/answer/783805070
情感认知障碍（无法识别什么是健康的爱）,,用户1级需求： 用户2级需求：,在成长的篇章里，真爱如同一棵大树，根深而枝繁叶茂，我们彼此成就。,https://www.zhihu.com/question/432246724/answer/2169563558 https://www.zhihu.com/question/40315645/answer/783805070
情感认知障碍（无法识别什么是健康的爱）,,用户1级需求： 用户2级需求：,我内心的爱是一盏灯，为我指引方向，也为别人送去温暖，它与我同行也从不沉重。,https://www.zhihu.com/question/432246724/answer/2169563558 https://www.zhihu.com/question/40315645/answer/783805070
情感认知障碍（无法识别什么是健康的爱）,,用户1级需求： 用户2级需求：,真挚的爱是岁月老去仍不失色的花朵，在生活的每一处缝隙绽放，无需声张，只愿沧海一粟。,https://www.zhihu.com/question/432246724/answer/2169563558 https://www.zhihu.com/question/40315645/answer/783805070
不合理信念（宿命论）,,用户1级需求： 用户2级需求：,我不是命运的棋子，我是掌控自我棋局的棋手。,https://www.zhihu.com/question/621584092/answer/3211972730 https://www.zhihu.com/question/428778047/answer/2484732803
不合理信念（宿命论）,,用户1级需求： 用户2级需求：,我像耕种者一样，每一步播种都在重塑自己的土地。,https://www.zhihu.com/question/621584092/answer/3211972730 https://www.zhihu.com/question/428778047/answer/2484732803
不合理信念（宿命论）,,用户1级需求： 用户2级需求：,我做出的每个选择，都像是投石问路，它们将塑造我未来的河流。,https://www.zhihu.com/question/621584092/answer/3211972730 https://www.zhihu.com/question/428778047/answer/2484732803
决策困难,,用户1级需求： 用户2级需求：,当生活像泥土埋没了种子，我依然能借一抹新绿，自信地做出决策。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,在湖边观望不如进水一试，我在犹豫的岸边看到了行动的勇气。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,每个选择背后，都是我生命的波澜，它们教我游泳，教我翻腾。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,我坚信，就算是错综复杂的选择，也是命运引领我前行的灯塔。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
决策困难,,用户1级需求： 用户2级需求：,在人生的每一次选择之后，我都如同收获种子，学到的比失去的更多。,https://www.zhihu.com/question/397468288/answer/1250882460 https://www.zhihu.com/question/436132873/answer/1655201862
去人格化（对自己冷漠或消极的态度),,用户1级需求： 用户2级需求：,我如同一座冰冷的孤岛，却渴望阳光的温暖。,https://www.zhihu.com/question/612708454/answer/3138598261 https://www.zhihu.com/question/538025581/answer/2539194102
去人格化（对自己冷漠或消极的态度),,用户1级需求： 用户2级需求：,心底的痛苦不过是过眼云烟，它们成就不了我，却能被我跨越。,https://www.zhihu.com/question/612708454/answer/3138598261 https://www.zhihu.com/question/538025581/answer/2539194102
去人格化（对自己冷漠或消极的态度),,用户1级需求： 用户2级需求：,我是我自己的囚笼，但我拥有打开它的钥匙，那就是爱。,https://www.zhihu.com/question/612708454/answer/3138598261 https://www.zhihu.com/question/538025581/answer/2539194102
去人格化（对自己冷漠或消极的态度),,用户1级需求： 用户2级需求：,我想看到自己眼里的星光，即使在黑暗中，它也能引我前行。,https://www.zhihu.com/question/612708454/answer/3138598261 https://www.zhihu.com/question/538025581/answer/2539194102
去人格化（对自己冷漠或消极的态度),,用户1级需求： 用户2级需求：,每个感受都是一扇窗，透过它我能遇见真实的自己。,https://www.zhihu.com/question/612708454/answer/3138598261 https://www.zhihu.com/question/538025581/answer/2539194102
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,我用双手推开迷雾，不再是逃避前方无形的困扰。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,我的每一次选择，都在绘制自我成长的蓝图。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,不是机会选择了我，而是我选择了去争取这些机会，并且努力工作。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,我将不安转化为前行的力量，一步步走向理想中的自己。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：焦虑（职业发展）,,用户1级需求： 用户2级需求：,我学会了在不确定中找到方向，每一步都是成长的喜悦。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/25583089/answer/899020828
情绪：迷茫（人生规划）,,用户1级需求：建立自己每一天都在慢慢进步变好的心态，感受好的事物的发生 用户2级需求：,每天清晨，我如同黎明破晓般，迎向更多未知与可能。,https://www.zhihu.com/question/653773119/answer/3486453372 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：迷茫（人生规划）,,用户1级需求：建立自己每一天都在慢慢进步变好的心态，感受好的事物的发生 用户2级需求：,我像是一艘航行中的小船，尽管海雾朦胧，但仍扬帆前行，感受暴风过后的新天地。,https://www.zhihu.com/question/653773119/answer/3486453372 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：迷茫（人生规划）,,用户1级需求：建立自己每一天都在慢慢进步变好的心态，感受好的事物的发生 用户2级需求：,我行走在迷雾中，却以目光穿透幻影，每走一步，都踏出了希望的轮廓。,https://www.zhihu.com/question/653773119/answer/3486453372 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：迷茫（人生规划）,,用户1级需求：建立自己每一天都在慢慢进步变好的心态，感受好的事物的发生 用户2级需求：,人生如同攀登山峰，每一块踏过的岩石，都证明了我向上的步伐与不屈的决心。,https://www.zhihu.com/question/653773119/answer/3486453372 https://www.zhihu.com/question/411506270/answer/1378172780
情绪：迷茫（人生规划）,,用户1级需求：建立自己每一天都在慢慢进步变好的心态，感受好的事物的发生 用户2级需求：,在不断改变的人生剧目中，我扮演着自己，让每一天的演出都充满期待与活力。,https://www.zhihu.com/question/653773119/answer/3486453372 https://www.zhihu.com/question/411506270/answer/1378172780
拖延求职,,用户1级需求： 用户2级需求：,我心中的懒马试图拖我后腿，但我紧紧握着缰绳，一步步向前进。,https://www.zhihu.com/question/453104891/answer/1936517629
拖延求职,,用户1级需求： 用户2级需求：,我将宏伟的梦想切割成一步步的小径，每次踩实一步，就离梦想更近一寸。,https://www.zhihu.com/question/453104891/answer/1936517629
拖延求职,,用户1级需求： 用户2级需求：,那些在行动中积累的小胜利，像清晨的阳光，逐渐照亮我的自信心。,https://www.zhihu.com/question/453104891/answer/1936517629
拖延求职,,用户1级需求： 用户2级需求：,求职的挑战让我不得不直视自己，在挑战中，我逐渐看清自身成长的轮廓。,https://www.zhihu.com/question/453104891/answer/1936517629
拖延求职,,用户1级需求： 用户2级需求：,寻找工作的旅程，如同在大海中航行，逐渐发现自己的灯塔和罗盘。,https://www.zhihu.com/question/453104891/answer/1936517629
情绪：安全感缺失,,用户1级需求： 用户2级需求：,自信如阳光，温暖我的内心，让我在岁月的阴凉里游刃有余。,https://www.zhihu.com/question/29141214/answer/1764795653
情绪：安全感缺失,,用户1级需求： 用户2级需求：,我的选择和力量共同绘就了我安全感的画卷。,https://www.zhihu.com/question/29141214/answer/1764795653
情绪：安全感缺失,,用户1级需求： 用户2级需求：,面对恐惧，我总是选择远行，因为这是勇敢的真实写照。,https://www.zhihu.com/question/29141214/answer/1764795653
情绪：安全感缺失,,用户1级需求： 用户2级需求：,我不择手段地完美了每个缺陷，我的安全堡垒是用勇气铸就的。,https://www.zhihu.com/question/29141214/answer/1764795653
情绪：安全感缺失,,用户1级需求： 用户2级需求：,在变化的暴风中，我是屹立不倒的那棵树，因为我相信自己的坚韧。,https://www.zhihu.com/question/29141214/answer/1764795653
情绪：孤独,,用户1级需求： 用户2级需求：,我用忙碌填满时间，却发现自己像一只困在笼子里的鸟，越飞越孤独。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/296898800/answer/2268747553
,,用户1级需求： 用户2级需求：,在这混沌的世界里，我像一块定海神针，坚持自己的方向。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,每一次跌倒后，都能看见自己的影子，它比任何时候都要高大。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,即使世界变幻莫测，我的信念如同磐石，坚定不移。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,在爱与被爱中，我拥抱自己的每一个面貌，不问得失。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
,,用户1级需求： 用户2级需求：,我心中的光，不会因为黑暗而熄灭，它比星辰还要明亮。,https://www.zhihu.com/pin/1285578327152017408 https://www.zhihu.com/question/561881157/answer/2872625953
情感麻木,,用户1级需求： 用户2级需求：,哪怕是痛，也是我生命里必不可少的脉搏，我让它们跳动。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/418748546/answer/1538280603
情感麻木,,用户1级需求： 用户2级需求：,我带着感觉而行，它们是我生活之路的灯塔。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/418748546/answer/1538280603
情感麻木,,用户1级需求： 用户2级需求：,情感于我而言，不是囚徒，而是我前行的伙伴和指引。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/418748546/answer/1538280603
情感麻木,,用户1级需求： 用户2级需求：,我的情绪如同季节，有时清风有时狂风，它们都在塑造我的生活。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/418748546/answer/1538280603
情感麻木,,用户1级需求： 用户2级需求：,我所感受到的，我都接纳，因为它们是我真实的表达。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/418748546/answer/1538280603
过度研究,,用户1级需求： 用户2级需求：,我像一滴水，流经了知识的海洋，但我知道我最终要融合进行动的河流。,https://www.zhihu.com/pin/1604467046208647168 https://www.zhihu.com/question/655285242/answer/3504833064
过度研究,,用户1级需求： 用户2级需求：,在我心中，行动的火花比知识的海洋更加明亮。,https://www.zhihu.com/pin/1604467046208647168 https://www.zhihu.com/question/655285242/answer/3504833064
过度研究,,用户1级需求： 用户2级需求：,我多少次站在行动的门槛前徘徊，在那时，我选择推开这扇门，让行动成为我的向导。,https://www.zhihu.com/pin/1604467046208647168 https://www.zhihu.com/question/655285242/answer/3504833064
过度研究,,用户1级需求： 用户2级需求：,我决定让行动成为我的诗篇，让效率成为我的作品。,https://www.zhihu.com/pin/1604467046208647168 https://www.zhihu.com/question/655285242/answer/3504833064
过度研究,,用户1级需求： 用户2级需求：,我专注在成就之上，像是手捧一盏灯，照亮实践的道路。,https://www.zhihu.com/pin/1604467046208647168 https://www.zhihu.com/question/655285242/answer/3504833064
占有欲,,用户1级需求： 用户2级需求：,我沉醉于空旷的田野，占有欲成了我身后的阴影，我选择将它留在原地。,https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/288975314/answer/1445658912
占有欲,,用户1级需求： 用户2级需求：,自由是我心中的一片湛蓝，而不是手中紧握的风筝线。,https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/288975314/answer/1445658912
占有欲,,用户1级需求： 用户2级需求：,在我不再试图强持或控制时，发现自己其实拥有全新的世界。,https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/288975314/answer/1445658912
占有欲,,用户1级需求： 用户2级需求：,我曾在负重中迷失，后来发现放开这些枷锁后，我的心自由轻盈。,https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/288975314/answer/1445658912
占有欲,,用户1级需求： 用户2级需求：,在奔腾的江水中，我是个享受者，而非守候者，所有美好皆能欣赏，无需据为己有。,https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/288975314/answer/1445658912
悲观,,用户1级需求： 用户2级需求：,我在悲观的海洋里，学会用乐观的目光，发现隐藏在风暴后的阳光和希望。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,我将黑暗中的每一道裂缝视为启示，它们指引我寻找光明。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,当悲观如影随形，我用自我肯定的灯塔，照亮前行的路。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
悲观,,用户1级需求： 用户2级需求：,无论世界多么昏暗无光，我心中总有一片光明，为我指引方向。,https://www.zhihu.com/pin/1204544655179907072 https://www.zhihu.com/question/428778047/answer/2484732803
过度妥协（讨好）,,用户1级需求： 用户2级需求：,我迷失了自己，就像漂浮在茫茫大海上的一片叶子，逐渐沉没在他人的水潮中。,https://www.zhihu.com/pin/1743896504517906432 https://www.zhihu.com/question/27201150/answer/1917640700
过度妥协（讨好）,,用户1级需求： 用户2级需求：,我试图取悦所有人，却忘了取悦自己，结果触及的只是擦肩而过的虚影。,https://www.zhihu.com/pin/1743896504517906432 https://www.zhihu.com/question/27201150/answer/1917640700
过度妥协（讨好）,,用户1级需求： 用户2级需求：,我不仅仅是背景中的走过场，我是我自己故事的主角。,https://www.zhihu.com/pin/1743896504517906432 https://www.zhihu.com/question/27201150/answer/1917640700
过度妥协（讨好）,,用户1级需求： 用户2级需求：,说‘不’是一种力量，它让我的声音被世界听见。,https://www.zhihu.com/pin/1743896504517906432 https://www.zhihu.com/question/27201150/answer/1917640700
过度妥协（讨好）,,用户1级需求： 用户2级需求：,真实，哪怕脆弱，也比造假的坚强更值得尊重。,https://www.zhihu.com/pin/1743896504517906432 https://www.zhihu.com/question/27201150/answer/1917640700
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我感恩的心灵像清晨的露珠，短暂却明亮，让我瞥见生活中的光辉。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我对生活的感激之情，如同桥梁，连接着我与他人的世界。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,在每一次的赠予与接受中，我找到了自我价值和生活的意义。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,感恩，于我而言，已不再是简单的言辞，而是心中的一盏明灯，照亮我的前行。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
缺乏感恩的能力,,用户1级需求： 用户2级需求：,我通过感恩，开始领悟生活的每一分馈赠，不为拥有，只为经历。,https://www.zhihu.com/pin/1511879502506004480 https://www.zhihu.com/question/27249939/answer/2117610025
