知乎资料,来源,最终结果,权重,句子,合集,感情状况,最近的感觉,什么让你有这种感觉
,V1,我的价值源自内心的力量。,1,我的价值源自内心的力量。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好', '一般']",['自己']
,V1,我相信自己，每个选择都有其意义。,1,我相信自己，每个选择都有其意义。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我尊重自己，每一天都是新自我的开始。,1,我尊重自己，每一天都是新自我的开始。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],['自己']
,V1,我的独特性不可替代，我珍视自己。,1,我的独特性不可替代，我珍视自己。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,V1,我在自己的道路上稳步前行，不必羡慕他人。,1,我在自己的道路上稳步前行，不必羡慕他人。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我的价值不在于他人评价，而在于自我实现。,1,我的价值不在于他人评价，而在于自我实现。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,V1,我选择欣赏自己，每个人都有不同的旅程。,1,我选择欣赏自己，每个人都有不同的旅程。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']",['自己']
,V1,我专注于个人成长，不与他人做无谓的比较。,1,我专注于个人成长，不与他人做无谓的比较。,个人成长,['快乐地单身着'],"['开心', '很好']",['自己']
,V1,我能管理自己的情绪，保持平和。,1,我能管理自己的情绪，保持平和。,平和心境,"['正在恋爱', '快乐地单身着']","['很好', '一般']",['自己']
,V1,我在情绪波动中找到成长的力量。,1,我在情绪波动中找到成长的力量。,个人成长,"['正在恋爱', '单身但准备好了开始新的恋情']","['一般', '不好']","['感情', '自己']"
,V1,我以积极的态度面对情绪的起伏。,1,我以积极的态度面对情绪的起伏。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']",['自己']
,V1,我愿意学习，更好地理解我的情绪。,1,我愿意学习，更好地理解我的情绪。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很开心', '很好']","['自己', '感情']"
,V1,我能在独处中找到自己的价值。,1,我能在独处中找到自己的价值。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我珍惜与自我对话的宝贵时刻。,1,我珍惜与自我对话的宝贵时刻。,自我关怀,['快乐地单身着'],"['很好', '一般']",['自己']
,V1,我相信自己的内心力量，不怕孤独。,1,我相信自己的内心力量，不怕孤独。,自信,"['快乐地单身着', '最近刚分手']","['很好', '一般']",['自己']
,V1,我拥有的宁静，是自我成长的沃土。,1,我拥有的宁静，是自我成长的沃土。,个人成长,['快乐地单身着'],['很好'],['自己']
,V1,我以平和的心态面对生活的每一个阶段。,1,我以平和的心态面对生活的每一个阶段。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,V1,我选择信任他人，也信任自我。,1,我选择信任他人，也信任自我。,人际交往,"['正在恋爱', '高处一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']","['朋友', '自己']"
,V1,我懂得倾听，它是理解关系的桥梁。,1,我懂得倾听，它是理解关系的桥梁。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",['很好'],"['朋友', '感情']"
,V1,我在与人交往中展现真诚，这让我感到自在。,1,我在与人交往中展现真诚，这让我感到自在。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['很好', '开心']","['朋友', '感情']"
,V1,我珍视每一次的相遇，它丰富了我的人生。,1,我珍视每一次的相遇，它丰富了我的人生。,人际交往,"['正在恋爱', '快乐地单身着']","['开心', '很好']",['朋友']
,V1,我相信每个人都有其价值，包括我自己。,1,我相信每个人都有其价值，包括我自己。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好', '一般']",['自己']
,V1,内心的平和比外界的认可更重要。,1,内心的平和比外界的认可更重要。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我有权利按自己的节奏生活。,1,我有权利按自己的节奏生活。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我选择专注于自我成长，而非他人的看法。,1,我选择专注于自我成长，而非他人的看法。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,V1,我相信自己的判断，不受外界影响。,1,我相信自己的判断，不受外界影响。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我拥有面对未来的勇气和智慧。,1,我拥有面对未来的勇气和智慧。,成为英雄,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我将通过行动减少对未来的焦虑。,1,我将通过行动减少对未来的焦虑。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '不好']","['自己', '学业', '工作']"
,V1,我相信自己能够适应未来的变化。,1,我相信自己能够适应未来的变化。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我每天的努力都在塑造更好的未来。,1,我每天的努力都在塑造更好的未来。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱']","['很好', '开心']","['自己', '工作', '学业']"
,V1,我对未来保持乐观，相信每一步都值得。,1,我对未来保持乐观，相信每一步都值得。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']","['自己', '学业']"
,V1,我的价值由我的行动和选择来定义。,1,我的价值由我的行动和选择来定义。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我接受自己的不完美，正是它们塑造了独一无二的我。,1,我接受自己的不完美，正是它们塑造了独一无二的我。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']",['自己']
,V1,我相信自己的潜力，每一天我都在成为更好的自己。,1,我相信自己的潜力，每一天我都在成为更好的自己。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我愿意拥抱变化，这是我成长和进步的证明。,1,我愿意拥抱变化，这是我成长和进步的证明。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我感恩每一次挑战，它们是我发现自己价值的机会。,1,我感恩每一次挑战，它们是我发现自己价值的机会。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,V1,我内在的美比外表更深刻。,1,我内在的美比外表更深刻。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我对自己的认可超越了他人的评价。,1,我对自己的认可超越了他人的评价。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我的价值不由容貌决定，而是由我的行为和品德构成。,2,我的价值不由容貌决定，而是由我的行为和品德构成。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好', '一般']",['自己']
,V1,我欣赏自己的独特性，不随波逐流。,1,我欣赏自己的独特性，不随波逐流。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我自信地走在自己的路上，不必担心他人的目光。,1,我自信地走在自己的路上，不必担心他人的目光。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']","['自己', '朋友', '工作', '学业']"
,V1,我欣赏自己独特的身体和姿态。,1,我欣赏自己独特的身体和姿态。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我的身体是力量和健康的载体。,1,我的身体是力量和健康的载体。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['健康', '自己']"
,V1,我的自信不取决于体重，而是内在的光芒。,1,我的自信不取决于体重，而是内在的光芒。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我选择健康生活，而非焦虑。,1,我选择健康生活，而非焦虑。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['一般', '很好']",['健康']
,V1,我接受并爱护自己的身体，它是自我价值的基石。,1,我接受并爱护自己的身体，它是自我价值的基石。,自我关怀,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']",['自己']
,V1,我拥有与人沟通的勇气和能力。,2,我拥有与人沟通的勇气和能力。,人际交往,"['正在恋爱', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['很好', '开心']","['朋友', '感情']"
,V1,我乐于在社交中学习，提升自我。,1,我乐于在社交中学习，提升自我。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['朋友']
,V1,我欣赏自己的独立性，也期待与人连接。,1,我欣赏自己的独立性，也期待与人连接。,人际交往,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['自己', '朋友']"
,V1,我在社交中找到乐趣，与人分享我的温暖。,1,我在社交中找到乐趣，与人分享我的温暖。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['朋友']
,V1,我感激每一次社交的机会，它让我成长。,1,我感激每一次社交的机会，它让我成长。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['自己', '朋友']"
,V1,我在现实世界中寻找互动与成长。,1,我在现实世界中寻找互动与成长。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '开心']","['自己', '朋友']"
,V1,我有能力清晰地表达自己。,1,我有能力清晰地表达自己。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信自己的思想值得被听见。,1,我相信自己的思想值得被听见。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我每一次对话都是自我成长的契机。,1,我每一次对话都是自我成长的契机。,个人成长,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我内心强大，不会被外界评价左右。,1,我内心强大，不会被外界评价左右。,自信,"['快乐地单身着', '最近刚分手']","['开心', '很好']",['自己']
,V1,我尊重自己，不会轻易被他人言语伤害。,1,我尊重自己，不会轻易被他人言语伤害。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],['自己']
,V1,我理解并接纳自己，不再害怕他人的误解。,1,我理解并接纳自己，不再害怕他人的误解。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']","['自己', '朋友', '家庭']"
,V1,我有足够的自信，不会因别人的评价而怀疑自己。,1,我有足够的自信，不会因别人的评价而怀疑自己。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信自己，不会因外界的否定而动摇。,1,我相信自己，不会因外界的否定而动摇。,自信,"['快乐地单身着', '最近刚分手', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我有选择信任的勇气，也接受结果的自由。,1,我有选择信任的勇气，也接受结果的自由。,成为英雄,"['处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['感情']
,V1,我愿以开放的心态去爱，即使曾经受伤。,2,我愿以开放的心态去爱，即使曾经受伤。,情感疗愈,"['处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋']","['不开心', '一般']",['感情']
,V1,我懂得自爱是信任他人的前提。,1,我懂得自爱是信任他人的前提。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['自己', '感情']"
,V1,我有能力辨别并选择值得信任的人。,1,我有能力辨别并选择值得信任的人。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']","['自己', '朋友']"
,V1,我选择勇敢去爱，不为过去的经历所束缚。,2,我选择勇敢去爱，不为过去的经历所束缚。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['感情']
,V1,我内心的平静是我最大的安全。,1,我内心的平静是我最大的安全。,平和心境,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['很好', '一般']",['自己']
,V1,我能在任何情况下找到自我安慰。,1,我能在任何情况下找到自我安慰。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['一般'],['自己']
,V1,我相信自己的选择，它们带来力量。,1,我相信自己的选择，它们带来力量。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '一般']","['开心', '很好']",['自己']
,V1,我内心的世界丰富多彩。,1,我内心的世界丰富多彩。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我有能力与自己和谐相处。,1,我有能力与自己和谐相处。,自我关怀,['快乐地单身着'],"['开心', '很好']",['自己']
,V1,我在人际交往中能够展现真实的自我。,1,我在人际交往中能够展现真实的自我。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['开心', '很好']","['朋友', '感情']"
,V1,我尊重他人，也值得被他人尊重。,2,我尊重他人，也值得被他人尊重。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']",['朋友']
,V1,我能从他人观点中学习，提升自我认知。,1,我能从他人观点中学习，提升自我认知。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['朋友']
,V1,我相信自己的判断，也能倾听他人。,1,我相信自己的判断，也能倾听他人。,自信,"['快乐地单身着', '正在恋爱']","['很好', '一般']","['自己', '朋友']"
,V1,我以平和的心态面对人际交往中的不同声音。,1,我以平和的心态面对人际交往中的不同声音。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']","['朋友', '感情']"
,V1,我认可自己的每一小步成长。,1,我认可自己的每一小步成长。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我内心的光芒，照亮前行的道路。,2,我内心的光芒，照亮前行的道路。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我接受自己的不完美，它是我成长的空间。,1,我接受自己的不完美，它是我成长的空间。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['一般'],['自己']
,V1,我相信自己的潜力，每一天都在发掘。,1,我相信自己的潜力，每一天都在发掘。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信每一步小改变都是向前迈进。,1,我相信每一步小改变都是向前迈进。,个人成长,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中']","['开心', '很好']",['自己']
,V1,我愿意主动伸出友谊之手，与人交流。,1,我愿意主动伸出友谊之手，与人交流。,人际交往,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['朋友']
,V1,我珍视每一次新的社交体验，它是成长的基石。,1,我珍视每一次新的社交体验，它是成长的基石。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['朋友']
,V1,我享受与人连接的快乐，它能丰富我的世界。,1,我享受与人连接的快乐，它能丰富我的世界。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['朋友', '感情']"
,V1,我能在人群中找到自己的声音。,1,我能在人群中找到自己的声音。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['开心', '很好']","['自己', '朋友', '工作']"
,V1,我的勇气让我在社交中更加自信。,1,我的勇气让我在社交中更加自信。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['自己', '人际交往']"
,V1,我乐于在与人交往中学习和成长。,1,我乐于在与人交往中学习和成长。,人际交往,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['朋友']
,V1,我的内心平和是我社交的坚实基础。,1,我的内心平和是我社交的坚实基础。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']","['朋友', '感情']"
,V1,我相信自己的价值，它在我与人交往中得以体现。,1,我相信自己的价值，它在我与人交往中得以体现。,自信,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中', '最近刚分手']","['很好', '开心']","['自己', '朋友', '感情']"
,V1,我在认识自我的过程中不断进步。,1,我在认识自我的过程中不断进步。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我接纳自己的不同视角，寻求和谐。,1,我接纳自己的不同视角，寻求和谐。,治愈之旅,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['一般'],['自己']
,V1,我有能力调整认知，与现实和谐相处。,1,我有能力调整认知，与现实和谐相处。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,V1,我理解自己，也理解周围的世界。,2,我理解自己，也理解周围的世界。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,V1,我接受自己的独特，无需与他人相比。,1,我接受自己的独特，无需与他人相比。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱']","['开心', '很好']",['自己']
,V1,我的内心充满力量，正常与否由我定义。,1,我的内心充满力量，正常与否由我定义。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我相信自我成长，超越不合理的信念。,1,我相信自我成长，超越不合理的信念。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我相信自己，不因他人眼光动摇。,1,我相信自己，不因他人眼光动摇。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我能从他人的误解中汲取力量，更显坚韧。,1,我能从他人的误解中汲取力量，更显坚韧。,成为英雄,"['有点辛苦的暗恋', '处在一段艰难的亲密关系中']","['一般', '不好']","['朋友', '感情']"
,V1,每一个挑战都是自我成长的机会。,1,每一个挑战都是自我成长的机会。,个人成长,"['单身但准备好了开始新的恋情', '快乐地单身着']","['开心', '很好', '一般']",['自己']
,V1,我尊重自我价值，不受外界贬损影响。,1,我尊重自我价值，不受外界贬损影响。,自信,['快乐地单身着'],"['很好', '开心']",['自己']
,V1,我的内心强大，足以抵御外界的不公。,1,我的内心强大，足以抵御外界的不公。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我能在困难中发现希望。,1,我能在困难中发现希望。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '不开心']",['自己']
,V1,我选择用积极的眼光看待生活。,1,我选择用积极的眼光看待生活。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信自己的潜力无限大。,1,我相信自己的潜力无限大。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我拥抱变化，它是成长的契机。,1,我拥抱变化，它是成长的契机。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好', '一般']","['自己', '工作', '学业']"
,V1,我的内心充满力量，能够克服任何困难。,1,我的内心充满力量，能够克服任何困难。,自信,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我相信自己的价值，不因外界评价而动摇。,1,我相信自己的价值，不因外界评价而动摇。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,我有能力选择自己的道路，决定自己的未来。,1,我有能力选择自己的道路，决定自己的未来。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我感激每一次挑战，它们让我变得更强大。,1,我感激每一次挑战，它们让我变得更强大。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']","['工作', '学业', '自己']"
,V1,我能够发现生活中的美好，从而获得力量和希望。,1,我能够发现生活中的美好，从而获得力量和希望。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '一般']","['很好', '开心']",['自己']
,V1,我感激每一次独处带来的自我发现。,1,我感激每一次独处带来的自我发现。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],['自己']
,V1,我选择释放愤怒，拥抱内心的平和。,1,我选择释放愤怒，拥抱内心的平和。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],['自己']
,V1,我有能力转化怨恨，用爱去宽恕。,2,我有能力转化怨恨，用爱去宽恕。,成为英雄,"['正在恋爱', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['一般'],['感情']
,V1,我理解愤怒源于伤害，但我选择宽恕自己和他人。,1,我理解愤怒源于伤害，但我选择宽恕自己和他人。,治愈之旅,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手']","['不好', '糟糕']","['感情', '自己']"
,V1,我接受自己的情感，但永不让愤怒控制我。,2,我接受自己的情感，但永不让愤怒控制我。,平和心境,"['最近刚分手', '处在一段艰难的亲密关系中', '快乐地单身着']","['一般', '很好']","['自己', '感情']"
,V1,我选择用智慧和勇气去处理情绪，而不是愤怒。,1,我选择用智慧和勇气去处理情绪，而不是愤怒。,成为英雄,"['处在一段艰难的亲密关系中', '有点辛苦的暗恋']",['很好'],['感情']
,V1,我懂得倾听他人，也倾听自己的心声。,1,我懂得倾听他人，也倾听自己的心声。,人际交往,"['正在恋爱', '快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],"['朋友', '自己']"
,V1,我以真诚和尊重赢得友谊，不因焦虑而失去自我。,1,我以真诚和尊重赢得友谊，不因焦虑而失去自我。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']","['朋友', '自己']"
,V1,我在人际关系中找到了平衡，每一步都脚踏实地。,1,我在人际关系中找到了平衡，每一步都脚踏实地。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']","['朋友', '感情']"
,V1,我选择平静对待分歧，尊重差异，共同成长。,1,我选择平静对待分歧，尊重差异，共同成长。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中']","['一般', '很好']","['朋友', '感情', '自己']"
,V1,我有能力化解紧张，用理解和爱维护人际关系。,1,我有能力化解紧张，用理解和爱维护人际关系。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",['很好'],"['感情', '朋友']"
,V1,我的价值由自己定义，不依赖外界评价。,1,我的价值由自己定义，不依赖外界评价。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我内心坚实，外界风雨不动。,1,我内心坚实，外界风雨不动。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱']",['很好'],['自己']
,V1,我学会从内在寻找力量，而非他人言语。,1,我学会从内在寻找力量，而非他人言语。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我的步伐稳健，不受他人目光影响。,1,我的步伐稳健，不受他人目光影响。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我选择自信，他人的评价无法动摇我。,1,我选择自信，他人的评价无法动摇我。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']","['自己', '朋友', '感情']"
,V1,我学会了倾听自己的需求并给予关注。,1,我学会了倾听自己的需求并给予关注。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']","['自己', '感情']"
,V1,我的内心需求同样宝贵，值得被满足。,1,我的内心需求同样宝贵，值得被满足。,自我关怀,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']",['自己']
,V1,我尊重自己，从关注自我需求开始。,1,我尊重自己，从关注自我需求开始。,自我关怀,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '开心']",['自己']
,V1,照顾好自己，我才能更好地照顾他人。,2,照顾好自己，我才能更好地照顾他人。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['自己', '朋友', '家庭']"
,V1,我了解自己的重要性，从重视自身开始。,1,我了解自己的重要性，从重视自身开始。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我的情绪如春天的花朵，绽放无需理由。,1,我的情绪如春天的花朵，绽放无需理由。,平和心境,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我允许自己感受并表达真实的情感。,1,我允许自己感受并表达真实的情感。,治愈之旅,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好', '一般', '不好', '糟糕']",['感情']
,V1,我学会了倾听内心的声音，释放情感压力。,1,我学会了倾听内心的声音，释放情感压力。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['不好', '糟糕']",['自己']
,V1,我能够勇敢面对自己的情绪，以此寻找真实自我。,1,我能够勇敢面对自己的情绪，以此寻找真实自我。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋']","['一般', '很好']",['自己']
,V1,我的情感如涌动的河流，自由流动，滋养心田。,1,我的情感如涌动的河流，自由流动，滋养心田。,情感疗愈,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],['感情']
